华硕[世界著名电脑品牌],创立时间,1989年
栗原小卷,主要作品,机组乘务员
栗原小卷,主要作品,信札疑云
栗原小卷,主要作品,八甲田山
栗原小卷,主要作品,化石
栗原小卷,主要作品,我们的青春时代
栗原小卷,主要作品,莫斯科之恋
栗原小卷,主要作品,战争与人3
栗原小卷,主要作品,出狱祝贺
栗原小卷,主要作品,在我冒险的日子
栗原小卷,主要作品,战争与人
栗原小卷,主要作品,二人世界
栗原小卷,主要作品,最后的枞树
栗原小卷,主要作品,三口之家
栗原小卷,主要作品,三姐妹
栗原小卷,主要作品,年轻人们
栗原小卷,标签,人物
喂——出来,地区,日本
松田优作,国籍,日本
松田优作,民族,大和民族
柴门文,国籍,日本
柴门文,出生日期,1957年1月19日
柴门文,职业,漫画家
柴门文,毕业院校,御茶水女子大学
柴门文,性别,女
柴门文,标签,艺术家
柴门文,标签,漫画
柴门文,标签,人物
布鲁斯·韦恩,标签,漫画
星银岛,出品公司,迪士尼
星银岛,制片地区,美国
星银岛,制片人,罗恩·克莱蒙兹
星银岛,对白语言,英语
星银岛,色彩,彩色
星银岛,标签,动画作品
星银岛,标签,动画
大白鲸[1980年日本动画],标签,动画作品
夏川里美,国籍,日本
夏川里美,民族,琉球族
夏川里美,星座,天秤座
夏川里美,职业,歌手
夏川里美,经纪公司,胜利娱乐
夏川里美,代表作品,泪光闪闪
夏川里美,代表作品,太阳·风的思念
夏川里美,代表作品,南风
夏川里美,代表作品,冲绳之风
夏川里美,代表作品,童神
夏川里美,代表作品,心心相映
夏川里美,标签,人物
泪光闪闪[日本2006年导演土井裕泰拍摄爱情电影],对白语言,日语
泪光闪闪[夏川里美单曲],所属专辑,太阳·风的思念
泪光闪闪[夏川里美单曲],发行时间,2001年3月23日
泪光闪闪[夏川里美单曲],填词,森山良子
泪光闪闪[夏川里美单曲],谱曲,BEGIN
泪光闪闪[夏川里美单曲],编曲,京田诚一
泪光闪闪[夏川里美单曲],音乐风格,岛风
泪光闪闪[夏川里美单曲],歌曲语言,日语
泪光闪闪[夏川里美单曲],标签,音乐作品
泪光闪闪[夏川里美单曲],标签,音乐
odie,中文名,欧迪
odie,伙伴,加菲猫
odie,标签,动画
OL[办公室女职员(OfficeLady)],起源,日本
OL[办公室女职员(OfficeLady)],标签,科学
OL[办公室女职员(OfficeLady)],标签,文化
罗京[中央电视台著名播音主持人],星座,双子座
吴雨霏,星座,双子座
杨臣刚,星座,水瓶座
黄玉郎,职业,漫画家
黄玉郎,标签,漫画
黄玉郎,标签,动画
高桥直纯,国籍,日本
浦泽直树,国籍,日本
浦泽直树,出生日期,1960年1月2日
浦泽直树,职业,漫画家
浦泽直树,代表作品,《20世纪少年》
浦泽直树,标签,艺术家
浦泽直树,标签,人物
克里斯蒂娜·阿奎莱拉[美国女歌手],血型,B型
Emily[美国服装品牌],标签,漫画
弘兼宪史,国籍,日本
弘兼宪史,出生日期,1947年
弘兼宪史,职业,漫画家
弘兼宪史,标签,艺术家
弘兼宪史,标签,漫画
弘兼宪史,标签,人物
三尾矶抚,中文名,三尾矶怃
三尾矶抚,配音,宗矢树赖
三尾矶抚,登场作品,火影忍者
三尾矶抚,性别,男
岛耕作,国籍,日本
岛耕作,民族,大和
四尾孙悟空,配音,安元洋贵
四尾孙悟空,登场作品,火影忍者
四尾孙悟空,性别,男
四尾孙悟空,人柱力,老紫
四尾孙悟空,血继限界,熔遁
四尾孙悟空,标签,动画
日本文化,民族,大和
日本文化,渊源,汉文化
日本文化,标签,小说
日本文化,标签,历史
星座宫神话,作者,冬木琉璃香
星座宫神话,类别,漫画
五尾穆王,配音,园崎未惠
五尾穆王,人柱力,汉
五尾穆王,血继限界,沸遁
五尾穆王,标签,漫画
五尾穆王,标签,动画
五尾穆王,标签,人物
视觉系摇滚,创建地点,日本
视觉系摇滚,标签,音乐
动漫术语,标签,漫画
动漫术语,标签,动画
耽美术语,出自,日语
耽美术语,标签,小说
清水寺,所属国家,日本
清水寺,所属城市,京都市
清水寺,标签,社会
清水寺,标签,宗教
星矢,血型,B型
星矢,出生地,日本
紫龙[动漫《圣斗士星矢》中的人物],性别,男
紫龙[动漫《圣斗士星矢》中的人物],养父亲,城户光政
紫龙[动漫《圣斗士星矢》中的人物],出生地,日本
紫龙[动漫《圣斗士星矢》中的人物],老师,童虎
紫龙[动漫《圣斗士星矢》中的人物],妻子,春丽
紫龙[动漫《圣斗士星矢》中的人物],国籍,中国
V字仇杀队[2005年詹姆斯·麦克提格执导电影],标签,漫画
树下野狐,婚姻状况,已婚
推理小说[小说类型],风行国家,日本
推理小说[小说类型],标签,文学
小菜一碟[日本2015年多部未华子主演电影],对白语言,日语
古畑任三郎,出品公司,日本富士电视台
古畑任三郎,制片地区,日本
古畑任三郎,编剧,三谷幸喜
古畑任三郎,标签,电视剧
总务二科,制片地区,日本
复古舞蹈,起源节目,情书
恶魔城[科乐美开发的游戏系列],开发商,KONAMI
恶魔城[科乐美开发的游戏系列],主要制作人,五十岚孝司
恶魔城[科乐美开发的游戏系列],主要插画创作,小岛文美
恶魔城[科乐美开发的游戏系列],主要音乐创作,山根美智留
功名十字路,制片地区,日本
花仙子[日本系列动画],集数,50
花仙子[日本系列动画],出品,东映动画
花仙子[日本系列动画],发行时间,1979年
花仙子[日本系列动画],标签,漫画
花仙子[日本系列动画],标签,动画作品
上杉谦信[日本历史人物],所处时代,日本战国时代
上杉谦信[日本历史人物],民族族群,大和族
上杉谦信[日本历史人物],信仰,佛教
上杉谦信[日本历史人物],标签,语言
上杉谦信[日本历史人物],标签,将领
上杉谦信[日本历史人物],标签,书籍
天空战记[日本龙之子工作室出品的电视动画],首播电视台,东京电视台
天空战记[日本龙之子工作室出品的电视动画],标签,动画作品
武田信玄[日本历史人物],所处时代,日本战国时代
武田信玄[日本历史人物],民族族群,大和族
武田信玄[日本历史人物],标签,科学家
武田信玄[日本历史人物],标签,政治学家
D伯爵[恐怖宠物店主人公],标签,漫画
毛利元就[日本战国时代大名、武将],所处时代,日本战国时期
毛利元就[日本战国时代大名、武将],民族族群,大和族
毛利元就[日本战国时代大名、武将],标签,将领
毛利元就[日本战国时代大名、武将],标签,历史
毛利元就[日本战国时代大名、武将],标签,人物
范文芳[新加坡女艺人],星座,水瓶座
卡哇伊,来源,日本
卡哇伊,标签,语言
卡哇伊,标签,生活
卡哇伊,标签,文学
卡哇伊,标签,文化
leave[英文单词leave],标签,音乐
leave[英文单词leave],标签,漫画
leave[英文单词leave],标签,专辑
灯[汉语词汇],部首,火
灯[汉语词汇],标签,社会
灯[汉语词汇],标签,生活
约翰尼·德普[美国影视演员],星座,双子座
中村俊辅,国籍,日本
梦幻模拟战2,地区,日本
廖凡[中国影视男演员],星座,水瓶座
重装机兵[Crea-Tech公司出品角色扮演游戏系列],地区,日本
三岛由纪夫[日本当代作家、记者、电影制作人、演员],别名,平冈公威
三岛由纪夫[日本当代作家、记者、电影制作人、演员],民族,大和民族
三岛由纪夫[日本当代作家、记者、电影制作人、演员],逝世日期,1970年11月25日
三岛由纪夫[日本当代作家、记者、电影制作人、演员],标签,人物
时风集团,成立时间,1989年
时风集团,经营范围,运输机械
时风集团,标签,公司
光明十字军,地区,日本
忍者武雷传说,地区,日本
杨淇[中国内地女演员],星座,双子座
华纳兄弟娱乐公司,标签,漫画
索尼音乐娱乐公司,总部地点,日本
陈西贝,血型,B型
真三国无双3,地区,日本
中曾根康弘,国籍,日本
中曾根康弘,民族,大和族
大平正芳,国籍,日本
大平正芳,出生日期,1910年3月12日
大平正芳,逝世日期,1980年6月12日
大平正芳,标签,官员
大平正芳,标签,人物
天上天下[大暮维人作漫画],地区,日本
天上天下[大暮维人作漫画],出版社,集英社
天上天下[大暮维人作漫画],标签,动画作品
天上天下[大暮维人作漫画],标签,动画
远坂凛[《Fate/Stay night》中人物],配音,植田佳奈
远坂凛[《Fate/Stay night》中人物],性别,女
远坂凛[《Fate/Stay night》中人物],血型,O型
远坂凛[《Fate/Stay night》中人物],魔术特性,转换
远坂凛[《Fate/Stay night》中人物],星座,水瓶座
远坂凛[《Fate/Stay night》中人物],印象色,朱红
神宗一郎,登场作品,灌篮高手
张寿臣,星座,水瓶座
梦枕貘,国籍,日本
明仁,国籍,无
明仁,民族,大和族
明仁,职业,日本天皇
明仁,信仰,神道教
明仁,即位时间,1989年1月7日
明仁,年号,平成
明仁,标签,君主
明仁,标签,人物
森喜朗,国籍,日本
森喜朗,出生地,石川县
森喜朗,职业,首相
森喜朗,政党,自由民主党
森喜朗,标签,官员
森喜朗,标签,人物
梁美京,血型,AB
汪佩蓉,国籍,中国
汪佩蓉,星座,水瓶座
汪佩蓉,血型,A型
汪佩蓉,出生地,基隆市
汪佩蓉,出生日期,1978年1月23日
汪佩蓉,职业,歌手
汪佩蓉,代表作品,只要你快乐
汪佩蓉,代表作品,恨自由
汪佩蓉,标签,人物
朴孝敏,星座,双子座
博派,登场作品,变形金刚
博派,代表人物,擎天柱
博派,标签,漫画
博派,标签,动画
王海珍,星座,水瓶座
罗罗诺亚·索隆,性别,男
罗罗诺亚·索隆,代表颜色,绿色
罗罗诺亚·索隆,代表数字,02
罗罗诺亚·索隆,代表国家,日本
罗罗诺亚·索隆,代表花朵,蓟
罗罗诺亚·索隆,代表地区,北海道
罗罗诺亚·索隆,讨厌的食物,巧克力
罗罗诺亚·索隆,身上味道,钢铁
罗罗诺亚·索隆,喜欢的季节,秋季
罗罗诺亚·索隆,标签,虚拟人物
罗罗诺亚·索隆,标签,漫画
罗罗诺亚·索隆,标签,游戏
罗罗诺亚·索隆,标签,人物
雪椰,作者,颜开
雪椰,地区,中国大陆
雪椰,男主角,邹源
雪椰,标签,漫画
雪椰,标签,书籍
赵晔[中国内地流行乐男歌手],星座,水瓶座
宫崎滔天,国籍,日本
宫崎滔天,民族,和族
宫崎滔天,出生日期,1871年
宫崎滔天,逝世日期,1922年
宫崎滔天,信仰,基督教
宫崎滔天,代表作品,《三十三年之梦》
宫崎滔天,标签,人物
新疆农业大学,校庆日,9月8日
宫泽理惠,国籍,日本
宫泽理惠,民族,大和民族
宫泽理惠,星座,白羊座
宫泽理惠,血型,B型
宫泽理惠,职业,演员
宫泽理惠,职业,歌手
宫泽理惠,代表作品,疯狂翘课之七日大作战
宫泽理惠,代表作品,游园惊梦
宫泽理惠,代表作品,纸之月
宫泽理惠,代表作品,滚烫的爱
宫泽理惠,丈夫,森田刚
宫泽理惠,代表作品,七日间之战争
宫泽理惠,代表作品,黄昏清兵卫
宫泽理惠,主要作品,卫生间的圣母像
宫泽理惠,主要作品,推理要在晚餐后
宫泽理惠,主要作品,胶片之恋
宫泽理惠,主要作品,来自猎户座电影院的邀请
宫泽理惠,主要作品,花之武者
宫泽理惠,主要作品,阿修罗城之瞳
宫泽理惠,主要作品,我的广岛父亲
宫泽理惠,主要作品,东尼泷谷
宫泽理惠,主要作品,夜之右侧
宫泽理惠,主要作品,运转手之恋
宫泽理惠,主要作品,天守物语
宫泽理惠,主要作品,四十七人之刺客
宫泽理惠,主要作品,情欲关系
宫泽理惠,主要作品,豪姬
宫泽理惠,标签,人物
横沟正史,国籍,日本
鬼眼狂刀[上条明峰所作漫画],类型,动作
鬼眼狂刀[上条明峰所作漫画],地区,日本
鬼眼狂刀[上条明峰所作漫画],出版社,讲谈社
鬼眼狂刀[上条明峰所作漫画],其他出版社,东立出版社
米老鼠和唐老鸭[美国1924年迪士尼出品经典动画片],标签,动画作品
阎青妤,主要作品,相逢何必曾相识
张继[明星【原A5组合成员】],国籍,中国
张继[明星【原A5组合成员】],民族,汉族
张继[明星【原A5组合成员】],星座,金牛座
张继[明星【原A5组合成员】],血型,AB
张继[明星【原A5组合成员】],职业,演员
张继[明星【原A5组合成员】],职业,模特
张继[明星【原A5组合成员】],代表作品,《星梦缘》
张继[明星【原A5组合成员】],代表作品,《红苹果乐园》
张继[明星【原A5组合成员】],标签,人物
星光大道[中央电视台综艺节目],标签,动画
梅屋庄吉,国籍,日本
梅屋庄吉,民族,和族
真田广之,国籍,日本
真田广之,民族,大和族
真田广之,星座,天秤座
真田广之,职业,演员
真田广之,代表作品,道顿堀川
真田广之,代表作品,高校教师
真田广之,代表作品,午夜凶铃
真田广之,代表作品,黄昏清兵卫
真田广之,老师,千叶真一
真田广之,搭档,休·杰克曼
真田广之,主要作品,双螺旋
真田广之,主要作品,传世
真田广之,主要作品,复仇
真田广之,主要作品,迷失第六季
真田广之,主要作品,非婚家族
真田广之,主要作品,小报
真田广之,主要作品,恋恋情深
真田广之,主要作品,秀吉
真田广之,主要作品,太平记
真田广之,主要作品,坂本龙马
真田广之,主要作品,独眼龙政宗
真田广之,主要作品,疾速追杀3
真田广之,主要作品,小黄人
真田广之,主要作品,福尔摩斯先生
真田广之,主要作品,四十七浪人
真田广之,主要作品,铁路劳工
真田广之,主要作品,金刚狼2
真田广之,主要作品,终点之城
真田广之,主要作品,极速赛车手
真田广之,主要作品,太阳浩劫
真田广之,主要作品,尖峰时刻3
真田广之,主要作品,无极
真田广之,主要作品,伯爵夫人
真田广之,主要作品,亡国舰队
真田广之,主要作品,最后的武士
真田广之,主要作品,阴阳师
真田广之,主要作品,助太刀屋助六
真田广之,主要作品,初恋
真田广之,主要作品,午夜凶铃2之贞子缠身
真田广之,主要作品,凶铃再现
真田广之,主要作品,写乐的感官世界
真田广之,主要作品,紧急呼叫
真田广之,主要作品,东遇西
真田广之,主要作品,等救火的日子
真田广之,主要作品,Kowagaru hitobito
真田广之,主要作品,忠臣蔵外传之四谷怪谈
真田广之,主要作品,爱情全垒打
真田广之,主要作品,我们都还活着
真田广之,主要作品,鸫
真田广之,主要作品,美丽的勇士们
真田广之,主要作品,快盗鲁比
真田广之,主要作品,必杀4：雪恨
真田广之,主要作品,东京布鲁斯
真田广之,主要作品,皇家战士
真田广之,主要作品,麻雀放浪记
真田广之,主要作品,功夫旋风儿
真田广之,主要作品,里见八犬传
真田广之,主要作品,伊贺忍法帖
